sample_id,scenario,invite,opt_in,text_reply,reaction,state_share,proactive_update,routine_maintenance,pass_event,resume_signal,tone_warmth,response_delay_min
181,cozy-normal-year,1,0,1,1,0,1,0,0,1,0.6114522320278651,20.03288224411909
182,cozy-normal-year,1,1,1,0,1,1,1,0,0,0.6029318950832591,47.79008641162998
183,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.5037810485456369,27.369254624578822
184,cozy-normal-year,1,1,1,1,1,0,1,0,0,0.6415759476596733,23.530207364483754
185,cozy-normal-year,1,1,1,0,1,1,1,0,0,0.6230048530174164,47.583063747131185
186,cozy-normal-year,1,1,1,0,0,0,1,0,0,0.6016631017623253,114.4390133259511
187,cozy-normal-year,1,1,1,0,0,0,1,0,0,0.64234350707015,144.25023349973387
188,cozy-normal-year,1,1,1,0,1,0,1,0,0,0.6987792506273894,35.0379533872783
189,cozy-normal-year,0,0,1,1,0,1,0,0,0,0.6195082588825108,37.73567787943815
190,cozy-normal-year,1,1,1,1,0,1,0,0,0,0.5131815714762789,26.096780609760327
191,cozy-normal-year,1,1,1,0,0,0,1,0,0,0.556187872672975,18.620380474903868
192,cozy-normal-year,1,1,1,0,0,1,1,0,0,0.5824543864376065,24.1506986924401
193,cozy-normal-year,1,1,1,1,1,0,1,0,1,0.5220347160319903,19.54411640036019
194,cozy-normal-year,1,0,1,1,0,0,0,0,0,0.6320178128492587,15.630056502506033
195,cozy-normal-year,1,1,1,1,1,1,0,0,0,0.6190491507388671,39.924275174451765
196,cozy-normal-year,0,0,1,0,0,1,0,0,0,0.667194914393371,23.705436405930392
197,cozy-normal-year,1,1,1,1,0,1,1,0,0,0.5777740761368679,27.16141705476609
198,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.730328671632875,30.77451768201468
199,cozy-normal-year,1,1,1,1,0,1,1,0,0,0.6984162490831242,34.556707413098195
200,cozy-normal-year,1,1,1,0,0,0,1,0,0,0.6487758616687445,40.06910719970922
201,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.6824213360697452,16.37238936272674
202,cozy-normal-year,1,1,1,0,0,1,1,0,1,0.5995266786563181,25.31897420622304
203,cozy-normal-year,1,1,1,1,0,0,1,0,1,0.6312751859616821,22.08347413943424
204,cozy-normal-year,1,1,1,1,1,0,1,0,0,0.6394884922814229,38.644153221195616
205,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.604442813620429,85.73183604254871
206,cozy-normal-year,1,1,1,0,0,0,1,0,0,0.5679921466649795,33.99386607225509
207,cozy-normal-year,1,0,1,1,0,1,0,1,0,0.48776340379663047,22.17314621285919
208,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.6633209447519727,34.56269290781921
209,cozy-normal-year,1,1,1,1,1,0,1,0,0,0.6533440043488671,145.5370777350188
210,cozy-normal-year,1,1,1,1,0,1,1,0,0,0.6491599155864186,56.74987925724686
211,cozy-normal-year,1,1,1,1,1,0,1,0,0,0.6046546556935266,35.01461471888366
212,cozy-normal-year,1,1,1,1,0,1,1,0,0,0.6854161576825493,32.45681355903193
213,cozy-normal-year,1,1,1,1,1,0,1,0,0,0.6971820856727599,17.83156189101396
214,cozy-normal-year,0,0,1,0,1,1,0,0,0,0.7523427612524557,33.863600315998134
215,cozy-normal-year,1,1,1,0,0,1,0,0,0,0.6080730561590247,36.72497976342589
216,cozy-normal-year,1,0,1,0,1,0,0,0,0,0.6046533974896766,22.517620908700625
217,cozy-normal-year,1,1,1,0,0,0,1,0,0,0.46593404721486015,28.62474023545984
218,cozy-normal-year,1,1,1,1,0,1,1,0,0,0.754193917964306,193.96806406004725
219,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.711916594292232,79.25214739612946
220,cozy-normal-year,1,1,1,1,0,1,0,0,0,0.6492005170518435,143.73299401515845
221,cozy-normal-year,1,0,0,1,0,1,0,0,0,0.6308350642502699,
222,cozy-normal-year,1,1,1,1,0,1,1,0,0,0.6901669597167167,56.46620146228616
223,cozy-normal-year,1,1,1,1,0,1,1,0,0,0.6691665414697533,53.215200477806384
224,cozy-normal-year,0,0,1,1,1,0,0,0,0,0.5748539659215588,43.67571177926327
225,cozy-normal-year,1,0,1,0,0,1,0,0,0,0.5232737979456287,70.29013750729884
226,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.5712494141430384,48.90469816851133
227,cozy-normal-year,1,1,1,1,1,1,0,0,0,0.7079322827976283,34.51676510978345
228,cozy-normal-year,1,1,1,1,1,0,1,0,0,0.7096370007019929,17.406938412078336
229,cozy-normal-year,1,1,1,0,1,0,1,0,0,0.6880592568615232,12.011113038697415
230,cozy-normal-year,1,1,1,0,0,0,0,0,0,0.7019928155343438,32.34902267489855
231,cozy-normal-year,1,0,1,1,0,0,0,0,0,0.5963280703666747,81.68160525759706
232,cozy-normal-year,0,0,1,1,0,0,0,0,0,0.6863541543903863,201.24766629083575
233,cozy-normal-year,1,0,1,1,0,1,0,0,0,0.5786270862679391,9.80858429061244
234,cozy-normal-year,1,0,0,1,1,1,0,0,1,0.7054589543485096,
235,cozy-normal-year,1,0,1,1,0,1,0,0,1,0.6899958458081106,36.052719828666
236,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.6325880447548908,27.322381788995884
237,cozy-normal-year,1,1,1,1,1,1,1,0,0,0.609774963993052,24.601803010989876
238,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.7132812467640856,67.14458664293582
239,cozy-normal-year,1,1,1,1,0,1,1,0,0,0.4947403261899507,50.57381344001463
240,cozy-normal-year,1,1,1,0,0,1,1,0,0,0.702632394319327,93.04866004754831
241,cozy-normal-year,0,0,1,0,0,0,0,0,0,0.670839706784408,63.98381432357617
242,cozy-normal-year,1,0,0,1,0,1,0,0,1,0.5397816816832565,
243,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.7358788577602713,75.04783540050911
244,cozy-normal-year,1,1,1,1,1,0,1,0,0,0.6151895352907849,87.9044829343234
245,cozy-normal-year,1,1,1,0,0,1,1,0,0,0.5894662692763925,22.151174725904138
246,cozy-normal-year,1,1,1,1,0,1,1,0,0,0.6052420767004929,29.538176550424687
247,cozy-normal-year,1,0,0,0,0,0,0,0,0,0.6405905096138959,
248,cozy-normal-year,1,1,1,1,1,1,1,0,0,0.609649840224077,35.44069794850742
249,cozy-normal-year,0,0,1,1,1,1,0,0,0,0.5931088878654994,160.69885655412446
250,cozy-normal-year,0,0,0,1,0,0,0,0,0,0.589102465986604,
251,cozy-normal-year,0,0,0,1,1,1,0,0,0,0.4900375372900668,
252,cozy-normal-year,0,0,0,1,0,1,0,0,0,0.55376486555554,
253,cozy-normal-year,1,1,1,1,0,0,1,0,1,0.6039846929100312,26.169646558143487
254,cozy-normal-year,1,0,0,1,0,0,0,0,1,0.4864739479761746,
255,cozy-normal-year,1,1,1,1,0,0,0,0,1,0.6316262736407212,22.834081456274756
256,cozy-normal-year,1,0,1,1,0,0,0,0,1,0.5708723613226935,48.97830075980741
257,cozy-normal-year,1,1,1,0,0,1,1,0,0,0.5646296467937582,15.288142999085423
258,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.4975043283399894,17.803677606755457
259,cozy-normal-year,1,1,1,1,0,1,1,0,1,0.646658610872598,71.89119750051131
260,cozy-normal-year,1,0,0,0,0,0,0,0,0,0.6538543697287491,
261,cozy-normal-year,1,1,1,1,0,1,1,0,0,0.5951737199589249,29.464628214835628
262,cozy-normal-year,1,1,1,1,1,0,1,0,0,0.6378829912057637,25.33364680537615
263,cozy-normal-year,1,0,0,0,1,1,0,0,0,0.6451979149313817,
264,cozy-normal-year,1,0,0,0,1,1,0,0,0,0.7214250512112841,
265,cozy-normal-year,1,0,1,0,0,0,0,0,0,0.6649537790049537,36.32289210997171
266,cozy-normal-year,1,1,1,0,0,1,1,0,0,0.572905710374796,31.07459250857738
267,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.6597112122143672,27.66652356762793
268,cozy-normal-year,0,0,0,1,0,1,0,0,0,0.5099648610384265,
269,cozy-normal-year,0,0,1,1,1,0,0,0,0,0.540990998900759,43.48401525721098
270,cozy-normal-year,1,1,1,0,0,0,1,0,0,0.6551649700170329,67.5575088154124
271,cozy-normal-year,0,0,0,1,0,0,0,0,1,0.6173626576733904,
272,cozy-normal-year,1,1,1,1,1,0,0,0,0,0.6156202926395752,27.248573395786188
273,cozy-normal-year,0,0,0,0,1,0,0,0,0,0.5781857067445019,
274,cozy-normal-year,1,1,1,1,0,1,1,0,0,0.6234766224569119,21.532228855701415
275,cozy-normal-year,0,0,0,1,1,1,0,0,0,0.5703932383793843,
276,cozy-normal-year,1,1,1,0,0,1,1,0,0,0.5979940584911921,53.54220229374674
277,cozy-normal-year,1,1,1,0,1,0,1,0,1,0.565079641517045,97.72113506182318
278,cozy-normal-year,1,1,1,0,1,1,1,0,1,0.6182059370745948,24.67558139872613
279,cozy-normal-year,1,1,1,0,0,1,1,0,0,0.621866111027009,21.25334886145781
280,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.5817308933240803,15.010401352117338
281,cozy-normal-year,1,0,1,1,0,1,0,0,0,0.7184178907961816,18.25690583957134
282,cozy-normal-year,1,1,1,1,0,0,1,0,1,0.6871563864785596,16.26454938053149
283,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.6332505150074514,97.14702220762041
284,cozy-normal-year,1,1,1,1,1,0,1,0,0,0.6471093188163881,107.7662051809256
285,cozy-normal-year,1,0,1,1,0,1,0,0,0,0.5474129431701538,22.646424279817857
286,cozy-normal-year,1,1,1,1,1,0,1,0,0,0.6474273769549063,24.677704836476494
287,cozy-normal-year,0,0,0,1,1,1,0,0,0,0.6391758407375311,
288,cozy-normal-year,1,1,1,0,1,0,1,0,0,0.653672428364748,49.309900311298726
289,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.643559749544224,19.320239427525834
290,cozy-normal-year,0,0,1,0,0,1,0,0,1,0.731374473874732,18.491286909816303
291,cozy-normal-year,1,1,1,0,0,0,1,0,0,0.6373186623654566,87.64120877074335
292,cozy-normal-year,1,1,1,0,0,1,1,0,0,0.5309198097526374,96.74238301500485
293,cozy-normal-year,1,1,1,0,0,1,1,0,1,0.6027208732386813,31.238100365853224
294,cozy-normal-year,0,0,1,1,1,0,0,0,0,0.5096614176303765,21.594028037939545
295,cozy-normal-year,1,1,1,1,1,0,1,0,0,0.6926132035466034,37.80342091838147
296,cozy-normal-year,1,1,1,0,0,1,1,0,0,0.7091255111471931,27.70827451824387
297,cozy-normal-year,1,1,1,1,0,1,1,0,0,0.5606294329241828,35.10309851901359
298,cozy-normal-year,1,1,1,1,0,1,1,0,1,0.5022246453368403,19.26827747449277
299,cozy-normal-year,1,0,0,1,0,0,0,0,0,0.7533774578236847,
300,cozy-normal-year,1,1,1,0,0,0,1,0,0,0.6060573936161174,93.58931144048509
301,cozy-normal-year,1,1,1,0,0,0,0,0,0,0.6793737453595468,24.94666066426284
302,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.6934389781371401,28.31475553976793
303,cozy-normal-year,1,0,1,1,1,0,0,0,0,0.6495327657530451,17.2016281639383
304,cozy-normal-year,1,1,1,0,0,0,1,0,0,0.561533527383438,23.52523466776994
305,cozy-normal-year,1,1,1,0,0,1,1,0,0,0.5792360685315666,69.0909321210817
306,cozy-normal-year,1,0,1,0,0,0,0,0,0,0.6064536423410389,35.32908832999443
307,cozy-normal-year,0,0,1,1,0,0,0,0,0,0.6565517880675654,80.08831412630256
308,cozy-normal-year,0,0,1,0,0,1,0,0,0,0.575018335778372,58.59432022221512
